s (1,1) 392
(45,6) (44,6) 141
(45,6) (46,6) 400
(46,6) (45,6) 105
(46,6) (47,6) 59
(47,6) (46,6) 59
(47,6) (48,6) 118
(48,6) (47,6) 2
(48,6) (49,6) 332
(49,6) (48,6) 322
(49,6) (50,6) 88
(50,6) (49,6) 334
(50,6) (51,6) 260
(51,6) (50,6) 289
(51,6) (52,6) 144
(52,6) (51,6) 169
(52,6) (53,6) 365
(53,6) (52,6) 356
(53,6) (54,6) 70
(54,6) (53,6) 349
(54,6) (55,6) 300
(55,6) (54,6) 38
(55,6) (56,6) 368
(56,6) (55,6) 116
(56,6) (57,6) 142
(57,6) (56,6) 257
(57,6) (58,6) 369
(58,6) (57,6) 344
(58,6) (59,6) 97
(59,6) (58,6) 68
(59,6) (60,6) 290
(60,6) (59,6) 250
(60,6) (61,6) 304
(61,6) (60,6) 143
(61,6) (62,6) 159
(62,6) (61,6) 43
(62,6) (63,6) 246
(63,6) (62,6) 62
(63,6) (64,6) 216
(64,6) (63,6) 41
(64,6) (65,6) 228
(65,6) (64,6) 144
(65,6) (66,6) 55
(66,6) (65,6) 298
(66,6) (67,6) 157
(67,6) (66,6) 163
(67,6) (68,6) 193
(68,6) (67,6) 62
(68,6) (69,6) 14
(69,6) (68,6) 189
(69,6) (70,6) 21
(70,6) (69,6) 356
(70,6) (71,6) 43
(71,6) (70,6) 169
(71,6) (72,6) 370
(72,6) (71,6) 284
(72,6) (73,6) 341
(73,6) (72,6) 333
(73,6) (74,6) 102
(74,6) (73,6) 132
(74,6) (75,6) 376
(75,6) (74,6) 84
(75,6) (76,6) 240
(76,6) (75,6) 113
(76,6) (77,6) 32
(77,6) (76,6) 333
(77,6) (78,6) 23
(78,6) (77,6) 92
(78,6) (79,6) 331
(79,6) (78,6) 78
(79,6) (80,6) 212
(80,6) (79,6) 374
(80,6) (81,6) 361
(81,6) (80,6) 118
(81,6) (82,6) 249
(82,6) (81,6) 9
(82,6) (83,6) 17
(83,6) (82,6) 318
(83,6) (84,6) 293
(84,6) (83,6) 125
(84,6) (85,6) 286
(85,6) (84,6) 251
(85,6) (86,6) 368
(86,6) (85,6) 340
(86,6) (87,6) 358
(87,6) (86,6) 36
(87,6) (88,6) 321
(88,6) (87,6) 19
(88,6) (89,6) 298
(89,6) (88,6) 346
(89,6) (90,6) 287
(90,6) (89,6) 205
(90,6) (91,6) 153
(91,6) (90,6) 200
(91,6) (92,6) 195
(92,6) (91,6) 61
(92,6) (93,6) 48
(93,6) (92,6) 344
(93,6) (94,6) 397
(94,6) (93,6) 96
(94,6) (95,6) 380
(95,6) (94,6) 336
(95,6) (96,6) 366
(96,6) (95,6) 124
(96,6) (97,6) 32
(97,6) (96,6) 295
(97,6) (98,6) 130
(98,6) (97,6) 225
(98,6) (99,6) 82
(99,6) (98,6) 232
(99,6) (100,6) 144
(100,6) (99,6) 315
(100,6) (101,6) 207
(101,6) (100,6) 210
(101,6) (102,6) 90
(102,6) (101,6) 385
(102,6) (103,6) 15
(103,6) (102,6) 89
(103,6) (104,6) 335
(104,6) (103,6) 125
(104,6) (105,6) 67
(105,6) (104,6) 141
(105,6) (106,6) 176
(106,6) (105,6) 296
(106,6) (107,6) 235
(107,6) (106,6) 196
(107,6) (108,6) 336
(108,6) (107,6) 193
(108,6) (109,6) 148
(109,6) (108,6) 151
(109,6) (110,6) 244
(110,6) (109,6) 202
(110,6) (111,6) 351
(111,6) (110,6) 390
(111,6) (112,6) 313
(112,6) (111,6) 384
(112,6) (113,6) 204
(113,6) (112,6) 329
(113,6) (114,6) 5
(114,6) (113,6) 149
(114,6) (115,6) 389
(115,6) (114,6) 372
(115,6) (116,6) 278
(116,6) (115,6) 363
(116,6) (117,6) 183
(117,6) (116,6) 165
(117,6) (118,6) 343
(118,6) (117,6) 142
(118,6) (119,6) 379
(119,6) (118,6) 237
(119,6) (120,6) 33
(120,6) (119,6) 95
(120,6) (121,6) 84
(121,6) (120,6) 89
(121,6) (122,6) 110
(122,6) (121,6) 89
(122,6) (123,6) 304
(123,6) (122,6) 141
(123,6) (124,6) 105
(124,6) (123,6) 18
(124,6) (125,6) 305
(125,6) (124,6) 124
(125,6) (126,6) 369
(126,6) (125,6) 240
(126,6) (127,6) 198
(127,6) (126,6) 390
(127,6) (128,6) 251
(128,6) (127,6) 5
(128,6) (129,6) 354
(129,6) (128,6) 237
(129,6) (130,6) 247
(130,6) (129,6) 40
(130,6) (131,6) 334
(131,6) (130,6) 118
(131,6) (132,6) 299
(132,6) (131,6) 305
(132,6) (133,6) 250
(133,6) (132,6) 345
(133,6) (134,6) 284
(134,6) (133,6) 385
(134,6) (135,6) 62
(135,6) (134,6) 197
(135,6) (136,6) 284
(136,6) (135,6) 332
(136,6) (137,6) 239
(137,6) (136,6) 372
(137,6) (138,6) 301
(138,6) (137,6) 52
(138,6) (139,6) 158
(139,6) (138,6) 229
(139,6) (140,6) 291
(140,6) (139,6) 195
(140,6) (141,6) 362
(141,6) (140,6) 12
(141,6) (142,6) 135
(142,6) (141,6) 21
(142,6) (143,6) 53
(143,6) (142,6) 178
(143,6) (144,6) 295
(144,6) (143,6) 159
(144,6) (145,6) 148
(145,6) (144,6) 42
(145,6) (146,6) 267
(146,6) (145,6) 336
(146,6) (147,6) 192
(147,6) (146,6) 210
(147,6) (148,6) 179
(148,6) (147,6) 306
(148,6) (149,6) 378
(149,6) (148,6) 130
(149,6) (150,6) 397
(150,6) (149,6) 269
(150,6) (151,6) 28
(151,6) (150,6) 36
(151,6) (152,6) 290
(152,6) (151,6) 281
(152,6) (153,6) 154
(153,6) (152,6) 111
(153,6) (154,6) 352
(154,6) (153,6) 301
(154,6) (155,6) 374
(155,6) (154,6) 178
(155,6) (156,6) 130
(156,6) (155,6) 265
(156,6) (157,6) 83
(157,6) (156,6) 250
(157,6) (158,6) 11
(158,6) (157,6) 204
(158,6) (159,6) 82
(159,6) (158,6) 272
(159,6) (160,6) 257
(160,6) (159,6) 291
(1,7) (2,7) 344
(2,7) (1,7) 194
(2,7) (3,7) 278
(3,7) (2,7) 399
(3,7) (4,7) 33
(4,7) (3,7) 60
(4,7) (5,7) 243
(5,7) (4,7) 353
(5,7) (6,7) 61
(6,7) (5,7) 83
(6,7) (7,7) 157
(7,7) (6,7) 341
(7,7) (8,7) 200
(8,7) (7,7) 30
(8,7) (9,7) 393
(9,7) (8,7) 216
(9,7) (10,7) 216
(10,7) (9,7) 113
(10,7) (11,7) 251
(11,7) (10,7) 296
(11,7) (12,7) 175
(12,7) (11,7) 183
(12,7) (13,7) 298
(13,7) (12,7) 103
(13,7) (14,7) 177
(14,7) (13,7) 331
(14,7) (15,7) 160
(15,7) (14,7) 26
(15,7) (16,7) 287
(16,7) (15,7) 211
(16,7) (17,7) 173
(17,7) (16,7) 68
(17,7) (18,7) 353
(18,7) (17,7) 170
(18,7) (19,7) 139
(19,7) (18,7) 186
(19,7) (20,7) 35
(20,7) (19,7) 297
(20,7) (21,7) 157
(21,7) (20,7) 307
(21,7) (22,7) 310
(22,7) (21,7) 257
(22,7) (23,7) 304
(23,7) (22,7) 110
(23,7) (24,7) 183
(24,7) (23,7) 55
(24,7) (25,7) 355
(25,7) (24,7) 176
(25,7) (26,7) 173
(26,7) (25,7) 172
(26,7) (27,7) 259
(27,7) (26,7) 168
(27,7) (28,7) 316
(28,7) (27,7) 184
(28,7) (29,7) 79
(29,7) (28,7) 337
(29,7) (30,7) 182
(30,7) (29,7) 19
(30,7) (31,7) 11
(31,7) (30,7) 84
(31,7) (32,7) 161
(32,7) (31,7) 207
(32,7) (33,7) 304
(33,7) (32,7) 7
(33,7) (34,7) 36
(34,7) (33,7) 165
(34,7) (35,7) 159
(35,7) (34,7) 229
(35,7) (36,7) 11
(36,7) (35,7) 315
(36,7) (37,7) 198
(37,7) (36,7) 219
(37,7) (38,7) 394
(38,7) (37,7) 383
(38,7) (39,7) 172
(39,7) (38,7) 45
(39,7) (40,7) 189
(40,7) (39,7) 211
(40,7) (41,7) 22
(41,7) (40,7) 19
(41,7) (42,7) 94
(42,7) (41,7) 341
(42,7) (43,7) 252
(43,7) (42,7) 131
(43,7) (44,7) 272
(44,7) (43,7) 137
(44,7) (45,7) 21
(45,7) (44,7) 44
(45,7) (46,7) 264
(46,7) (45,7) 69
(46,7) (47,7) 223
(47,7) (46,7) 300
(47,7) (48,7) 76
(48,7) (47,7) 73
(48,7) (49,7) 252
(49,7) (48,7) 31
(49,7) (50,7) 212
(50,7) (49,7) 41
(50,7) (51,7) 182
(51,7) (50,7) 388
(51,7) (52,7) 364
(52,7) (51,7) 168
(52,7) (53,7) 146
(53,7) (52,7) 93
(53,7) (54,7) 299
(54,7) (53,7) 50
(54,7) (55,7) 242
(55,7) (54,7) 4
(55,7) (56,7) 158
(56,7) (55,7) 359
(56,7) (57,7) 357
(57,7) (56,7) 293
(57,7) (58,7) 222
(58,7) (57,7) 287
(58,7) (59,7) 73
(59,7) (58,7) 76
(59,7) (60,7) 256
(60,7) (59,7) 94
(60,7) (61,7) 177
(61,7) (60,7) 123
(61,7) (62,7) 347
(62,7) (61,7) 86
(62,7) (63,7) 369
(63,7) (62,7) 375
(63,7) (64,7) 276
(64,7) (63,7) 307
(64,7) (65,7) 390
(65,7) (64,7) 48
(65,7) (66,7) 149
(66,7) (65,7) 231
(66,7) (67,7) 211
(67,7) (66,7) 235
(67,7) (68,7) 316
(68,7) (67,7) 211
(68,7) (69,7) 181
(69,7) (68,7) 334
(69,7) (70,7) 175
(70,7) (69,7) 286
(70,7) (71,7) 168
(71,7) (70,7) 136
(71,7) (72,7) 366
(72,7) (71,7) 357
(72,7) (73,7) 355
(73,7) (72,7) 234
(73,7) (74,7) 113
(74,7) (73,7) 95
(74,7) (75,7) 335
(75,7) (74,7) 390
(75,7) (76,7) 384
(76,7) (75,7) 300
(76,7) (77,7) 21
(77,7) (76,7) 370
(77,7) (78,7) 225
(78,7) (77,7) 202
(78,7) (79,7) 37
(79,7) (78,7) 233
(79,7) (80,7) 204
(80,7) (79,7) 51
(80,7) (81,7) 354
(81,7) (80,7) 127
(81,7) (82,7) 11
(82,7) (81,7) 214
(82,7) (83,7) 346
(83,7) (82,7) 190
(83,7) (84,7) 269
(84,7) (83,7) 80
(84,7) (85,7) 372
(85,7) (84,7) 274
(85,7) (86,7) 202
(86,7) (85,7) 247
(86,7) (87,7) 242
(87,7) (86,7) 157
(87,7) (88,7) 288
(88,7) (87,7) 99
(88,7) (89,7) 86
(89,7) (88,7) 359
(89,7) (90,7) 155
(90,7) (89,7) 57
(90,7) (91,7) 81
(91,7) (90,7) 374
(91,7) (92,7) 260
(92,7) (91,7) 230
(92,7) (93,7) 102
(93,7) (92,7) 374
(93,7) (94,7) 288
(94,7) (93,7) 372
(94,7) (95,7) 222
(95,7) (94,7) 102
(95,7) (96,7) 25
(96,7) (95,7) 252
(96,7) (97,7) 244
(97,7) (96,7) 367
(97,7) (98,7) 202
(98,7) (97,7) 168
(98,7) (99,7) 128
(99,7) (98,7) 385
(99,7) (100,7) 324
(100,7) (99,7) 275
(100,7) (101,7) 65
(101,7) (100,7) 283
(101,7) (102,7) 238
(102,7) (101,7) 16
(102,7) (103,7) 99
(103,7) (102,7) 359
(103,7) (104,7) 233
(104,7) (103,7) 100
(104,7) (105,7) 257
(105,7) (104,7) 256
(105,7) (106,7) 129
(106,7) (105,7) 257
(106,7) (107,7) 100
(107,7) (106,7) 224
(107,7) (108,7) 319
(108,7) (107,7) 63
(108,7) (109,7) 345
(109,7) (108,7) 11
(109,7) (110,7) 315
(110,7) (109,7) 153
(110,7) (111,7) 208
(111,7) (110,7) 242
(111,7) (112,7) 303
(112,7) (111,7) 50
(112,7) (113,7) 304
(113,7) (112,7) 148
(113,7) (114,7) 151
(114,7) (113,7) 98
(114,7) (115,7) 121
(115,7) (114,7) 104
(115,7) (116,7) 53
(116,7) (115,7) 49
(116,7) (117,7) 114
(117,7) (116,7) 239
(117,7) (118,7) 145
(118,7) (117,7) 286
(118,7) (119,7) 96
(119,7) (118,7) 233
(119,7) (120,7) 317
(120,7) (119,7) 252
(120,7) (121,7) 360
(121,7) (120,7) 151
(121,7) (122,7) 38
(122,7) (121,7) 154
(122,7) (123,7) 395
(123,7) (122,7) 57
(123,7) (124,7) 246
(124,7) (123,7) 189
(124,7) (125,7) 144
(125,7) (124,7) 195
(125,7) (126,7) 215
(126,7) (125,7) 157
(126,7) (127,7) 384
(127,7) (126,7) 384
(127,7) (128,7) 306
(128,7) (127,7) 25
(128,7) (129,7) 347
(129,7) (128,7) 51
(129,7) (130,7) 54
(130,7) (129,7) 71
(130,7) (131,7) 88
(131,7) (130,7) 278
(131,7) (132,7) 164
(132,7) (131,7) 12
(132,7) (133,7) 57
(133,7) (132,7) 242
(133,7) (134,7) 246
(134,7) (133,7) 68
(134,7) (135,7) 204
(135,7) (134,7) 185
(135,7) (136,7) 208
(136,7) (135,7) 255
(136,7) (137,7) 190
(137,7) (136,7) 35
(137,7) (138,7) 398
(138,7) (137,7) 153
(138,7) (139,7) 203
(139,7) (138,7) 211
(139,7) (140,7) 237
(140,7) (139,7) 387
(140,7) (141,7) 193
(141,7) (140,7) 229
(141,7) (142,7) 375
(142,7) (141,7) 19
(142,7) (143,7) 338
(143,7) (142,7) 358
(143,7) (144,7) 70
(144,7) (143,7) 357
(144,7) (145,7) 215
(145,7) (144,7) 16
(145,7) (146,7) 393
(146,7) (145,7) 44
(146,7) (147,7) 97
(147,7) (146,7) 273
(147,7) (148,7) 20
(148,7) (147,7) 26
(148,7) (149,7) 43
(149,7) (148,7) 55
(149,7) (150,7) 209
(150,7) (149,7) 247
(150,7) (151,7) 284
(151,7) (150,7) 58
(151,7) (152,7) 117
(152,7) (151,7) 81
(152,7) (153,7) 393
(153,7) (152,7) 117
(153,7) (154,7) 382
(154,7) (153,7) 369
(154,7) (155,7) 135
(155,7) (154,7) 35
(155,7) (156,7) 136
(156,7) (155,7) 310
(156,7) (157,7) 302
(157,7) (156,7) 82
(157,7) (158,7) 319
(158,7) (157,7) 160
(158,7) (159,7) 201
(159,7) (158,7) 295
(159,7) (160,7) 238
(160,7) (159,7) 11
(1,8) (2,8) 185
(2,8) (1,8) 78
(2,8) (3,8) 38
(3,8) (2,8) 309
(3,8) (4,8) 105
(4,8) (3,8) 59
(4,8) (5,8) 10
(5,8) (4,8) 350
(5,8) (6,8) 93
(6,8) (5,8) 146
(6,8) (7,8) 151
(7,8) (6,8) 123
(7,8) (8,8) 84
(8,8) (7,8) 143
(8,8) (9,8) 145
(9,8) (8,8) 215
(9,8) (10,8) 92
(10,8) (9,8) 83
(10,8) (11,8) 329
(11,8) (10,8) 391
(11,8) (12,8) 196
(12,8) (11,8) 108
(12,8) (13,8) 187
(13,8) (12,8) 328
(13,8) (14,8) 332
(14,8) (13,8) 400
(14,8) (15,8) 387
(15,8) (14,8) 40
(15,8) (16,8) 313
(16,8) (15,8) 326
(16,8) (17,8) 319
(17,8) (16,8) 173
(17,8) (18,8) 6
(18,8) (17,8) 369
(18,8) (19,8) 352
(19,8) (18,8) 133
(19,8) (20,8) 132
(20,8) (19,8) 201
(20,8) (21,8) 362
(21,8) (20,8) 220
(21,8) (22,8) 369
(22,8) (21,8) 296
(22,8) (23,8) 187
(23,8) (22,8) 388
(23,8) (24,8) 7
(24,8) (23,8) 270
(24,8) (25,8) 152
(25,8) (24,8) 164
(25,8) (26,8) 283
(26,8) (25,8) 385
(26,8) (27,8) 355
(27,8) (26,8) 31
(27,8) (28,8) 134
(28,8) (27,8) 388
(28,8) (29,8) 185
(29,8) (28,8) 31
(29,8) (30,8) 128
(30,8) (29,8) 275
(30,8) (31,8) 184
(31,8) (30,8) 126
(31,8) (32,8) 152
(32,8) (31,8) 184
(32,8) (33,8) 221
(33,8) (32,8) 113
(33,8) (34,8) 176
(34,8) (33,8) 77
(34,8) (35,8) 379
(35,8) (34,8) 370
(35,8) (36,8) 325
(36,8) (35,8) 319
(36,8) (37,8) 376
(37,8) (36,8) 200
(37,8) (38,8) 285
(38,8) (37,8) 108
(38,8) (39,8) 241
(39,8) (38,8) 133
(39,8) (40,8) 201
(40,8) (39,8) 57
(40,8) (41,8) 206
(41,8) (40,8) 107
(41,8) (42,8) 170
(42,8) (41,8) 18
(42,8) (43,8) 384
(43,8) (42,8) 364
(43,8) (44,8) 80
(44,8) (43,8) 142
(44,8) (45,8) 263
(45,8) (44,8) 190
(45,8) (46,8) 125
(46,8) (45,8) 397
(46,8) (47,8) 32
(47,8) (46,8) 151
(47,8) (48,8) 295
(48,8) (47,8) 210
(48,8) (49,8) 380
(49,8) (48,8) 58
(49,8) (50,8) 317
(50,8) (49,8) 151
(50,8) (51,8) 60
(51,8) (50,8) 301
(51,8) (52,8) 81
(52,8) (51,8) 2
(52,8) (53,8) 23
(53,8) (52,8) 38
(53,8) (54,8) 3
(54,8) (53,8) 290
(54,8) (55,8) 142
(55,8) (54,8) 2
(55,8) (56,8) 383
(56,8) (55,8) 5
(56,8) (57,8) 167
(57,8) (56,8) 18
(57,8) (58,8) 61
(58,8) (57,8) 314
(58,8) (59,8) 37
(59,8) (58,8) 227
(59,8) (60,8) 246
(60,8) (59,8) 365
(60,8) (61,8) 9
(61,8) (60,8) 24
(61,8) (62,8) 246
(62,8) (61,8) 277
(62,8) (63,8) 258
(63,8) (62,8) 166
(63,8) (64,8) 189
(64,8) (63,8) 182
(64,8) (65,8) 239
(65,8) (64,8) 124
(65,8) (66,8) 79
(66,8) (65,8) 163
(66,8) (67,8) 101
(67,8) (66,8) 221
(67,8) (68,8) 43
(68,8) (67,8) 372
(68,8) (69,8) 237
(69,8) (68,8) 27
(69,8) (70,8) 393
(70,8) (69,8) 143
(70,8) (71,8) 260
(71,8) (70,8) 337
(71,8) (72,8) 172
(72,8) (71,8) 6
(72,8) (73,8) 54
(73,8) (72,8) 61
(73,8) (74,8) 56
(74,8) (73,8) 189
(74,8) (75,8) 213
(75,8) (74,8) 344
(75,8) (76,8) 29
(76,8) (75,8) 183
(76,8) (77,8) 227
(77,8) (76,8) 83
(77,8) (78,8) 225
(78,8) (77,8) 140
(78,8) (79,8) 319
(79,8) (78,8) 113
(79,8) (80,8) 235
(80,8) (79,8) 361
(80,8) (81,8) 27
(81,8) (80,8) 283
(81,8) (82,8) 91
(82,8) (81,8) 324
(82,8) (83,8) 396
(83,8) (82,8) 388
(83,8) (84,8) 200
(84,8) (83,8) 138
(84,8) (85,8) 316
(85,8) (84,8) 137
(85,8) (86,8) 274
(86,8) (85,8) 246
(86,8) (87,8) 42
(87,8) (86,8) 36
(87,8) (88,8) 262
(88,8) (87,8) 32
(88,8) (89,8) 384
(89,8) (88,8) 110
(89,8) (90,8) 351
(90,8) (89,8) 272
(90,8) (91,8) 308
(91,8) (90,8) 350
(91,8) (92,8) 121
(92,8) (91,8) 366
(92,8) (93,8) 344
(93,8) (92,8) 35
(93,8) (94,8) 16
(94,8) (93,8) 88
(94,8) (95,8) 77
(95,8) (94,8) 217
(95,8) (96,8) 120
(96,8) (95,8) 191
(96,8) (97,8) 4
(97,8) (96,8) 268
(97,8) (98,8) 198
(98,8) (97,8) 158
(98,8) (99,8) 325
(99,8) (98,8) 6
(99,8) (100,8) 123
(100,8) (99,8) 343
(100,8) (101,8) 200
(101,8) (100,8) 278
(101,8) (102,8) 1
(102,8) (101,8) 380
(102,8) (103,8) 353
(103,8) (102,8) 32
(103,8) (104,8) 46
(104,8) (103,8) 247
(104,8) (105,8) 9
(105,8) (104,8) 122
(105,8) (106,8) 22
(106,8) (105,8) 343
(106,8) (107,8) 23
(107,8) (106,8) 10
(107,8) (108,8) 365
(108,8) (107,8) 359
(108,8) (109,8) 381
(109,8) (108,8) 154
(109,8) (110,8) 137
(110,8) (109,8) 205
(110,8) (111,8) 111
(111,8) (110,8) 357
(111,8) (112,8) 181
(112,8) (111,8) 12
(112,8) (113,8) 94
(113,8) (112,8) 161
(113,8) (114,8) 179
(114,8) (113,8) 230
(114,8) (115,8) 275
(115,8) (114,8) 105
(115,8) (116,8) 153
(116,8) (115,8) 305
(116,8) (117,8) 151
(117,8) (116,8) 181
(117,8) (118,8) 364
(118,8) (117,8) 276
(118,8) (119,8) 287
(119,8) (118,8) 120
(119,8) (120,8) 90
(120,8) (119,8) 351
(120,8) (121,8) 261
(121,8) (120,8) 102
(121,8) (122,8) 193
(122,8) (121,8) 325
(122,8) (123,8) 289
(123,8) (122,8) 288
(123,8) (124,8) 237
(124,8) (123,8) 263
(124,8) (125,8) 342
(125,8) (124,8) 238
(125,8) (126,8) 143
(126,8) (125,8) 397
(126,8) (127,8) 9
(127,8) (126,8) 215
(127,8) (128,8) 57
(128,8) (127,8) 3
(128,8) (129,8) 365
(129,8) (128,8) 96
(129,8) (130,8) 373
(130,8) (129,8) 111
(130,8) (131,8) 42
(131,8) (130,8) 223
(131,8) (132,8) 261
(132,8) (131,8) 363
(132,8) (133,8) 251
(133,8) (132,8) 138
(133,8) (134,8) 6
(134,8) (133,8) 259
(134,8) (135,8) 150
(135,8) (134,8) 369
(135,8) (136,8) 318
(136,8) (135,8) 140
(136,8) (137,8) 55
(137,8) (136,8) 165
(137,8) (138,8) 212
(138,8) (137,8) 78
(138,8) (139,8) 294
(139,8) (138,8) 131
(139,8) (140,8) 254
(140,8) (139,8) 64
(140,8) (141,8) 311
(141,8) (140,8) 113
(141,8) (142,8) 181
(142,8) (141,8) 303
(142,8) (143,8) 80
(143,8) (142,8) 36
(143,8) (144,8) 326
(144,8) (143,8) 266
(144,8) (145,8) 340
(145,8) (144,8) 364
(145,8) (146,8) 178
(146,8) (145,8) 77
(146,8) (147,8) 190
(147,8) (146,8) 348
(147,8) (148,8) 180
(148,8) (147,8) 200
(148,8) (149,8) 394
(149,8) (148,8) 233
(149,8) (150,8) 210
(150,8) (149,8) 28
(150,8) (151,8) 77
(151,8) (150,8) 15
(151,8) (152,8) 109
(152,8) (151,8) 353
(152,8) (153,8) 4
(153,8) (152,8) 331
(153,8) (154,8) 131
(154,8) (153,8) 119
(154,8) (155,8) 186
(155,8) (154,8) 344
(155,8) (156,8) 164
(156,8) (155,8) 247
(156,8) (157,8) 164
(157,8) (156,8) 9
(157,8) (158,8) 193
(158,8) (157,8) 132
(158,8) (159,8) 214
(159,8) (158,8) 32
(159,8) (160,8) 128
(160,8) (159,8) 36
(1,9) (2,9) 280
(2,9) (1,9) 201
(2,9) (3,9) 348
(3,9) (2,9) 341
(3,9) (4,9) 339
(4,9) (3,9) 278
(4,9) (5,9) 202
(5,9) (4,9) 30
(5,9) (6,9) 342
(6,9) (5,9) 327
(6,9) (7,9) 70
(7,9) (6,9) 355
(7,9) (8,9) 229
(8,9) (7,9) 389
(8,9) (9,9) 188
(9,9) (8,9) 340
(9,9) (10,9) 177
(10,9) (9,9) 28
(10,9) (11,9) 82
(11,9) (10,9) 339
(11,9) (12,9) 370
(12,9) (11,9) 307
(12,9) (13,9) 162
(13,9) (12,9) 80
(13,9) (14,9) 192
(14,9) (13,9) 89
(14,9) (15,9) 326
(15,9) (14,9) 162
(15,9) (16,9) 273
(16,9) (15,9) 286
(16,9) (17,9) 380
(17,9) (16,9) 4
(17,9) (18,9) 77
(18,9) (17,9) 75
(18,9) (19,9) 25
(19,9) (18,9) 90
(19,9) (20,9) 30
(20,9) (19,9) 47
(20,9) (21,9) 234
(21,9) (20,9) 15
(21,9) (22,9) 355
(22,9) (21,9) 230
(22,9) (23,9) 309
(23,9) (22,9) 45
(23,9) (24,9) 164
(24,9) (23,9) 8
(24,9) (25,9) 334
(25,9) (24,9) 151
(25,9) (26,9) 223
(26,9) (25,9) 92
(26,9) (27,9) 261
(27,9) (26,9) 310
(27,9) (28,9) 369
(28,9) (27,9) 167
(28,9) (29,9) 205
(29,9) (28,9) 94
(29,9) (30,9) 240
(30,9) (29,9) 245
(30,9) (31,9) 296
(31,9) (30,9) 285
(31,9) (32,9) 53
(32,9) (31,9) 211
(32,9) (33,9) 62
(33,9) (32,9) 208
(33,9) (34,9) 167
(34,9) (33,9) 198
(34,9) (35,9) 156
(35,9) (34,9) 33
(35,9) (36,9) 354
(36,9) (35,9) 59
(36,9) (37,9) 88
(37,9) (36,9) 384
(37,9) (38,9) 263
(38,9) (37,9) 76
(38,9) (39,9) 243
(39,9) (38,9) 109
(39,9) (40,9) 237
(40,9) (39,9) 252
(40,9) (41,9) 152
(41,9) (40,9) 112
(41,9) (42,9) 197
(42,9) (41,9) 335
(42,9) (43,9) 209
(43,9) (42,9) 293
(43,9) (44,9) 395
(44,9) (43,9) 73
(44,9) (45,9) 72
(45,9) (44,9) 279
(45,9) (46,9) 56
(46,9) (45,9) 242
(46,9) (47,9) 379
(47,9) (46,9) 232
(47,9) (48,9) 181
(48,9) (47,9) 354
(48,9) (49,9) 9
(49,9) (48,9) 266
(49,9) (50,9) 170
(50,9) (49,9) 95
(50,9) (51,9) 313
(51,9) (50,9) 205
(51,9) (52,9) 308
(52,9) (51,9) 191
(52,9) (53,9) 73
(53,9) (52,9) 246
(53,9) (54,9) 228
(54,9) (53,9) 140
(54,9) (55,9) 340
(55,9) (54,9) 136
(55,9) (56,9) 132
(56,9) (55,9) 292
(56,9) (57,9) 333
(57,9) (56,9) 65
(57,9) (58,9) 53
(58,9) (57,9) 90
(58,9) (59,9) 40
(59,9) (58,9) 19
(59,9) (60,9) 389
(60,9) (59,9) 381
(60,9) (61,9) 136
(61,9) (60,9) 78
(61,9) (62,9) 348
(62,9) (61,9) 370
(62,9) (63,9) 83
(63,9) (62,9) 183
(63,9) (64,9) 373
(64,9) (63,9) 240
(64,9) (65,9) 369
(65,9) (64,9) 7
(65,9) (66,9) 137
(66,9) (65,9) 200
(66,9) (67,9) 339
(67,9) (66,9) 163
(67,9) (68,9) 70
(68,9) (67,9) 63
(68,9) (69,9) 161
(69,9) (68,9) 243
(69,9) (70,9) 175
(70,9) (69,9) 58
(70,9) (71,9) 380
(71,9) (70,9) 32
(71,9) (72,9) 222
(72,9) (71,9) 341
(72,9) (73,9) 226
(73,9) (72,9) 191
(73,9) (74,9) 325
(74,9) (73,9) 384
(74,9) (75,9) 47
(75,9) (74,9) 389
(75,9) (76,9) 193
(76,9) (75,9) 278
(76,9) (77,9) 208
(77,9) (76,9) 358
(77,9) (78,9) 367
(78,9) (77,9) 379
(78,9) (79,9) 51
(79,9) (78,9) 383
(79,9) (80,9) 169
(80,9) (79,9) 241
(80,9) (81,9) 219
(81,9) (80,9) 379
(81,9) (82,9) 233
(82,9) (81,9) 7
(82,9) (83,9) 192
(83,9) (82,9) 197
(83,9) (84,9) 398
(84,9) (83,9) 15
(84,9) (85,9) 323
(85,9) (84,9) 204
(85,9) (86,9) 108
(86,9) (85,9) 330
(86,9) (87,9) 399
(87,9) (86,9) 284
(87,9) (88,9) 94
(88,9) (87,9) 195
(88,9) (89,9) 138
(89,9) (88,9) 366
(89,9) (90,9) 230
(90,9) (89,9) 341
(90,9) (91,9) 363
(91,9) (90,9) 382
(91,9) (92,9) 373
(92,9) (91,9) 137
(92,9) (93,9) 389
(93,9) (92,9) 5
(93,9) (94,9) 391
(94,9) (93,9) 79
(94,9) (95,9) 305
(95,9) (94,9) 243
(95,9) (96,9) 5
(96,9) (95,9) 313
(96,9) (97,9) 395
(97,9) (96,9) 250
(97,9) (98,9) 318
(98,9) (97,9) 383
(98,9) (99,9) 19
(99,9) (98,9) 346
(99,9) (100,9) 399
(100,9) (99,9) 386
(100,9) (101,9) 324
(101,9) (100,9) 244
(101,9) (102,9) 287
(102,9) (101,9) 337
(102,9) (103,9) 193
(103,9) (102,9) 254
(103,9) (104,9) 280
(104,9) (103,9) 369
(104,9) (105,9) 218
(105,9) (104,9) 370
(105,9) (106,9) 175
